IDLocator,L_Route,L_Dir,L_Lane,L_Section
973,RW_036,5,2,205840
974,RW_040,5,3,305860
975,RW_039,5,2,205820
976,RW_039,5,3,305820
977,RW_035,5,3,305830
978,RW_036,5,3,305840
979,RW_038,5,2,205780
980,RW_035,5,2,205830
981,7479-RAB1,5,1,105250
982,7479-RAB2,5,1,105270
983,7479-RAB1,5,2,205250
984,7479-RAB2,5,2,205270
985,7479-RAB1,5,3,305250
986,7479-RAB2,5,3,305270
987,3656-RAB1,5,1,105290
988,3656-RAB1,5,2,205290
989,3656-RAB1,5,3,305290
990,3798-RAB5,5,1,107200
991,3798-RAB5,5,2,207200
992,4128-RAB1,5,1,107600
993,4237-RAB3,5,1,107630
994,4237-RAB3,5,2,207630
995,4237-RAB3,5,3,307630
996,4237-RAB2,5,1,107620
997,4237-RAB2,5,2,207620
998,4237-RAB2,5,3,307620
999,3878-RAB2,5,1,107400
1000,3878-RAB2,5,2,207400
1001,3878-RAB2,5,3,307400
1002,3878-RAB3,5,1,107410
1003,3878-RAB3,5,2,207410
1004,3878-RAB3,5,3,307410
1005,4336-RAB1,5,1,107670
1006,4336-RAB2,5,1,107680
1007,4336-RAB1,5,2,207670
1008,4336-RAB2,5,2,207680
1009,4336-RAB1,5,3,307670
1010,4336-RAB2,5,3,307680
1011,3878-RAB1,5,1,107390
1012,3878-RAB1,5,2,207390
1013,3878-RAB1,5,3,307390
1014,4237-RAB1,5,1,107610
1015,4237-RAB1,5,2,207610
1016,4237-RAB1,5,3,307610
1017,3798-RAB4,5,1,107190
1018,3798-RAB4,5,2,207190
1019,3798-RAB4,5,3,307190
1020,3798-RAB3,5,1,107180
1021,3798-RAB3,5,2,207180
1022,3798-RAB3,5,3,307180
1023,3798-RAB2,5,1,107170
1024,3798-RAB2,5,2,207170
1025,3798-RAB2,5,3,307170
1026,117-RAB2,5,1,100920
1027,117-RAB2,5,2,200920
1028,117-RAB2,5,3,300920
1029,4066_6,6,2,207570
1030,3823_5_2,5,1,107340
1031,4066_6,6,1,107570
1032,3823-RAB1,5,1,107310
1033,3823-RAB1,5,2,207310
1034,3823-RAB1,5,3,307310
1035,3823_5_1,5,1,107330
1036,3823_6_1,6,1,107380
1037,3823_6_1,6,2,207380
1038,3823_5_1,5,2,207330
1039,4063_5,5,1,100470
1040,4063_6,6,1,100480
1041,3753_6,6,2,207040
1042,3753_5,5,2,207030
1043,3759_5,5,1,100220
1044,3759_6,6,1,100240
1045,3759_6,6,2,200240
1046,3759_5,5,2,200220
1047,3753_5,5,1,107030
1048,3753-RAB1,5,1,107020
1049,3753-RAB1,5,2,207020
1050,3753_6,6,1,107040
1051,3758,5,1,100190
1052,3758,5,2,200190
1053,119_6_1,6,1,106250
1054,3973_6,6,4,406390
1055,119_6_4,6,1,104990
1056,119_6_7,6,2,203830
1057,RW_028,5,1,104570
1058,119_6_9,6,3,303850
1059,119_6_7,6,4,403830
1060,9999_24,5,1,101400
1061,3813_5,5,3,300320
1062,119_6_12,6,1,103800
1063,3876_5,5,1,100400
1064,3877_6,6,3,304020
1065,RW_015,5,1,104520
1066,3877_5,5,3,304010
1067,3884-RAB1,5,1,104040
1068,3884-RAB1,5,2,204040
1069,3884-RAB1,5,3,304040
1070,3884-RAB1,5,4,404040
1071,3392_6,6,3,300020
1072,RW_051_5,5,2,206190
1073,9999_2,5,1,105220
1074,3582_5,5,1,105570
1075,3582_6,6,1,105580
1076,3582_5,5,2,205570
1077,3582_6,6,2,205580
1078,3821_6,6,3,305110
1079,3888-RAB1,5,1,107520
1080,5600,5,1,107890
1081,5599_6,6,2,207880
1082,3888-RAB1,5,2,207520
1083,6025,5,1,108000
1084,RW_230,5,1,108150
1085,5597,5,1,107840
1086,5598,5,1,107850
1087,5599-RAB1,5,1,107860
1088,6026,5,1,108010
1089,RW_231,5,1,108160
1090,RW_233,5,1,108180
1091,5599-RAB1,5,2,207860
1092,5599_5,5,2,207870
1093,5599_6,6,1,107880
1094,RW_232,5,1,108170
1095,5599_5,5,1,107870
1096,4066_5,5,1,107560
1097,3823_5_2,5,2,207340
1098,4236-RAB1,5,1,101030
1099,4236-RAB1,5,2,201030
1100,4236-RAB1,5,3,301030
1101,3823_5_3,5,2,207350
1102,3392_5,5,1,100010
1103,3392_6,6,1,100020
1104,3876_5,5,3,300400
1105,3392_6,6,2,200020
1106,3876_5,5,2,200400
1107,3392_5,5,3,300010
1108,3392_5,5,2,200010
1109,3876_6,6,1,100410
1110,3876_6,6,2,200410
1111,3876_6,6,3,300410
1112,119_5_1,5,3,303750
1113,119_6_8,6,1,103840
1114,4285_6,6,1,104360
1115,119_5_1,5,2,203750
1116,119_6_8,6,2,203840
1117,119_5_1,5,1,103750
1118,119_5_1,5,4,403750
1119,119_6_8,6,3,303840
1120,3821_6,6,2,205110
1121,7479_5,5,1,105310
1122,3819_6,6,1,105940
1123,3973_5,5,3,306380
1124,3290,5,2,217460
1125,3884_5-14,5,1,120820
1126,3884_5-16,5,1,120840
1127,3884_5-17,5,1,120850
1128,4601,5,1,122890
1129,4601-3,5,1,122920
1130,4601-4,5,1,122930
1131,4601-6,5,1,122940
1132,4601-7,5,1,122950
1133,3884_5-19,5,2,220870
1134,4601-6,5,2,222940
1135,3289,5,1,117450
1136,3290,5,1,117460
1137,4602,5,1,122960
1138,4602,5,2,222960
1139,3818_6-6,6,1,120360
1140,3818_6-7,6,1,120370
1141,3818_6-8,6,1,120380
1142,3289,5,2,217450
1143,3284,5,1,117330
1144,3285,5,1,117340
1145,3285-1,5,1,117350
1146,3285-2,5,1,117360
1147,3284,5,2,217330
1148,3818_6-6,6,2,220360
1149,3283,5,1,117320
1150,3285-3,5,1,117370
1151,3285-3,5,2,217370
1152,4603_6-1,6,1,122980
1153,3285,5,2,217340
1154,3282-3,5,1,117300
1155,3282-4,5,1,117310
1156,4335-1,5,1,122200
1157,4335-2,5,1,122210
1158,3275,5,1,117240
1159,3282,5,1,117290
1160,4601,5,2,222890
1161,3822-1,5,1,120390
1162,4601-1,5,1,122900
1163,4601-2,5,1,122910
1164,3275,5,2,217240
1165,3282,5,2,217290
1166,3287_6-1,6,1,117420
1167,3286-2,5,1,117400
1168,3277,5,1,117250
1169,3278_6-1,6,1,117260
1170,3286,5,1,117380
1171,3879_5-3,5,1,120710
1172,4252,5,1,122050
1173,4600,5,1,122820
1174,4600-RAB1,5,1,122830
1175,4600_5-1,5,1,122840
1176,4600_5-3,5,1,122850
1177,4600_5-4,5,1,122860
1178,4600_6-3,6,1,122880
1179,7806,5,1,126060
1180,4252,5,2,222050
1181,4600_5-4,5,2,222860
1182,4600_6-3,6,2,222880
1183,7806,5,2,226060
1184,3884_6-2,6,1,120970
1185,3884_6-5,6,1,120990
1186,3884_6-6,6,1,121000
1187,3884_6-7,6,1,121010
1188,3277,5,2,217250
1189,3884_6-7,6,2,221010
1190,3884_6-4,6,1,120980
1191,3884_6-6,6,2,221000
1192,3884_6-4,6,2,220980
1193,4600_6-1,6,1,122870
1194,3280,5,2,217270
1195,4253_5,5,1,104280
1196,116_5-12,5,1,116270
1197,116_5-13,5,1,116280
1198,116_5-14,5,1,116290
1199,3280,5,1,117270
1200,3280-1,5,1,117280
1201,4254,5,1,122070
1202,6118,5,1,124360
1203,8521,5,1,126150
1204,116_5-15,5,2,216300
1205,3287_5-1,5,1,117410
1206,3884_5-15,5,1,120830
1207,3884_5-19,5,1,120870
1208,3884_5-15,5,2,220830
1209,3884_5-17,5,2,220850
1210,3884_5-18,5,1,120860
1211,3884_6-1,6,2,220900
1212,119_5-15,5,1,116500
1213,118_5-5,5,1,116460
1214,4048,5,2,221410
1215,4048-2,5,1,121420
1216,4048-3,5,1,121430
1217,6122,5,1,124400
1218,6123-1,5,1,124430
1219,6121,5,2,224390
1220,6122,5,2,224400
1221,4179,5,1,121800
1222,4781,5,1,123380
1223,6120,5,1,124370
1224,6121,5,1,124390
1225,6122-1,5,1,124410
1226,6126-1,5,1,124470
1227,4048-2,5,2,221420
1228,4179,5,2,221800
1229,6123,5,2,224420
1230,4048,5,1,121410
1231,6126,5,1,124460
1232,6128,5,1,124480
1233,7544,5,1,126040
1234,4781,5,2,223380
1235,6123,5,1,124420
1236,6126,5,2,224460
1237,7544,5,2,226040
1238,6126-1,5,2,224470
1239,3879_6-2,6,1,120740
1240,3884_6-8,6,1,121020
1241,3884_6-9,6,1,121030
1242,4591,5,1,122720
1243,4591-1,5,1,122730
1244,4591-2,5,1,122740
1245,4593,5,1,122760
1246,4591-2,5,2,222740
1247,6132,5,1,124520
1248,6132,5,2,224520
1249,4592,5,1,122750
1250,4594,5,1,122770
1251,3266,5,2,217020
1252,5385,5,2,223810
1253,6114,5,1,124320
1254,4599,5,1,122810
1255,6115,5,1,124330
1256,6116,5,1,124340
1257,3262,5,2,216990
1258,4593,5,2,222760
1259,6114,5,2,224320
1260,6115,5,2,224330
1261,6116,5,2,224340
1262,3264,5,1,117010
1263,116_5-10,5,2,216250
1264,3264,5,2,217010
1265,4598,5,2,222800
1266,3262,5,1,116990
1267,6110,5,1,124280
1268,6112,5,1,124300
1269,6113,5,1,124310
1270,6693,5,1,124820
1271,6895,5,1,124920
1272,5386,5,2,223820
1273,6110,5,2,224280
1274,6111,5,2,224290
1275,6112,5,2,224300
1276,6113,5,2,224310
1277,3879_6-1,6,1,120730
1278,3879_6-1,6,2,220730
1279,3266,5,1,117020
1280,5385,5,1,123810
1281,4594,5,2,222770
1282,4598,5,1,122800
1283,3263,5,1,117000
1284,4597,5,1,122790
1285,6129,5,1,124490
1286,6130,5,1,124500
1287,6131,5,1,124510
1288,4596,5,2,222780
1289,4597,5,2,222790
1290,4959,5,2,223560
1291,6130,5,2,224500
1292,6131,5,2,224510
1293,4596,5,1,122780
1294,6129,5,2,224490
1295,4599,5,2,222810
1296,3273,5,1,117200
1297,3884_5-12,5,1,120800
1298,3884_5-13,5,1,120810
1299,3270,5,2,217120
1300,3273-1,5,1,117210
1301,3273-2,5,1,117220
1302,3983,5,1,121360
1303,3983,5,2,221360
1304,7479_6,6,2,205260
1305,7479_5,5,2,205310
1306,3819_6,6,2,205940
1307,3879_6-8,6,1,120750
1308,3273,5,2,217200
1309,3983-2,5,1,121380
1310,3983-4,5,1,121400
1311,3983-1,5,2,221370
1312,3983-3,5,2,221390
1313,3260,5,1,116960
1314,3269-2,5,1,117070
1315,3269-3,5,1,117080
1316,3269-4,5,1,117090
1317,3269-5,5,1,117100
1318,3269-6,5,1,117110
1319,3270-6,5,1,117180
1320,3983-1,5,1,121370
1321,3983-3,5,1,121390
1322,7058,5,1,125200
1323,3983-2,5,2,221380
1324,3983-4,5,2,221400
1325,4788,5,2,223430
1326,7060,5,2,225220
1327,7059,5,1,125210
1328,7133,5,1,125510
1329,7134,5,1,125520
1330,7058,5,2,225200
1331,7059,5,2,225210
1332,7134,5,2,225520
1333,3261,5,1,116970
1334,3270,5,1,117120
1335,3272,5,1,117190
1336,7061,5,1,125230
1337,8394,5,1,126140
1338,3261,5,2,216970
1339,3268,5,2,217040
1340,3269,5,2,217050
1341,8394,5,2,226140
1342,118_5-4,5,1,116450
1343,4590,5,1,122680
1344,4994,5,1,123690
1345,4994,5,2,223690
1346,3268,5,1,117030
1347,7062,5,1,125240
1348,3268,5,2,217030
1349,7062,5,2,225240
1350,3268,5,1,117040
1351,4590-3,5,1,122710
1352,3272,5,2,217190
1353,7061,5,2,225230
1354,3269,5,1,117050
1355,4590-1,5,1,122690
1356,4590-2,5,1,122700
1357,4590,5,2,222680
1358,3260,5,2,216960
1359,3269-2,5,2,217070
1360,4788,5,1,123430
1361,3273-3,5,2,217230
1362,3273-3,5,1,117230
1363,3270-4,5,1,117160
1364,118_6-1,6,2,216470
1365,3470,5,1,117980
1366,3473,5,1,118000
1367,3477,5,2,218040
1368,4084,5,2,221710
1369,3477,5,1,118040
1370,4084,5,1,121710
1371,3473,5,2,218000
1372,3474,5,1,118010
1373,3476,5,1,118030
1374,3470,5,2,217980
1375,3478,5,1,118050
1376,3476,5,2,218030
1377,3475,5,1,118020
1378,3471,5,1,117990
1379,3471,5,2,217990
1380,3479,5,1,118090
1381,3475,5,2,218020
1382,3479,5,2,218090
1383,3480,5,2,218100
1384,7150,5,2,225770
1385,3480,5,1,118100
1386,7150,5,1,125770
1387,4589,5,2,222650
1388,3474,5,2,218010
1389,4589,5,1,122650
1390,4589-1,5,1,122660
1391,4589-2,5,1,122670
1392,4783,5,1,123420
1393,4589-1,5,2,222660
1394,4589-2,5,2,222670
1395,7479_6,6,3,305260
1396,7479_5,5,3,305310
1397,3819_6,6,3,305940
1398,3797,5,1,119860
1399,3798_6-6,6,1,119910
1400,3798_6-7,6,1,119920
1401,3801,5,1,119950
1402,3803-1,5,1,119980
1403,3798_6-7,6,2,219920
1404,3803,5,2,219970
1405,3803-1,5,2,219980
1406,3803,5,1,119970
1407,3804,5,1,119990
1408,3797,5,2,219860
1409,3690,5,1,119030
1410,3696-1,5,1,119090
1411,3698-1,5,1,119120
1412,3698_5,5,1,119140
1413,3698_6,6,1,119150
1414,3811_5-27,5,1,120020
1415,3811_5-29,5,1,120040
1416,3811_5-30,5,1,120060
1417,3823_5-1,5,1,120400
1418,5603-1,5,1,123940
1419,5603-2,5,1,123950
1420,5603_6,6,1,123970
1421,5605-2,5,1,124020
1422,5605_5,5,1,124030
1423,5605_6,6,1,124040
1424,3698-1,5,2,219120
1425,3698-2,5,2,219130
1426,3801,5,2,219950
1427,5603-1,5,2,223940
1428,5603-2,5,2,223950
1429,5603_5,5,2,223960
1430,5604-1,5,2,223980
1431,5604-2,5,2,223990
1432,5604_5,5,2,224000
1433,5605-2,5,2,224020
1434,3695,5,1,119070
1435,3696,5,1,119080
1436,3696-2,5,1,119100
1437,3700-1,5,1,119160
1438,3700-2,5,1,119170
1439,3700_6,6,1,119190
1440,3701,5,1,119200
1441,3823_6-11,6,1,120420
1442,4076,5,1,121630
1443,5613-1,5,1,124190
1444,5613-2,5,1,124200
1445,5613_6,6,1,124220
1446,3695,5,2,219070
1447,3696,5,2,219080
1448,4076,5,2,221630
1449,5612-1,5,2,224150
1450,5612-2,5,2,224160
1451,5612_5,5,2,224170
1452,5613-1,5,2,224190
1453,5613-2,5,2,224200
1454,5613_5,5,2,224210
1455,5609,5,1,124070
1456,3694,5,2,219060
1457,5610-1,5,2,224090
1458,5610-2,5,2,224100
1459,5610_6,6,2,224120
1460,5611-1,5,2,224140
1461,3698_5,5,2,219140
1462,3698_6,6,2,219150
1463,3700-1,5,2,219160
1464,3700-2,5,2,219170
1465,3700_6,6,2,219190
1466,3701,5,2,219200
1467,3697,5,1,119110
1468,3811_5-10,5,1,120000
1469,5610-1,5,1,124090
1470,5610-2,5,1,124100
1471,5610_5,5,1,124110
1472,5611,5,2,224130
1473,5611-1,5,1,124140
1474,3700_5,5,1,119180
1475,3697,5,2,219110
1476,3639,5,1,118640
1477,3642-5,5,1,118810
1478,3811_6-1,6,1,120130
1479,3811_6-2,6,1,120230
1480,3811_6-21,6,1,120250
1481,3811_6-4,6,1,120260
1482,3637,5,2,218620
1483,3641,5,2,218750
1484,3811_6-1,6,2,220130
1485,3811_6-2,6,2,220230
1486,3811_6-4,6,2,220260
1487,3811_6-5,6,2,220270
1488,4237_5-6,5,3,321920
1489,3811_5-27,5,2,220020
1490,3642,5,1,118760
1491,3694,5,1,119060
1492,3698-2,5,1,119130
1493,3811_5-28,5,1,120030
1494,3811_6-5,6,1,120270
1495,3823_6-10,6,1,120410
1496,3892,5,1,121300
1497,5603_5,5,1,123960
1498,5604-1,5,1,123980
1499,5604-2,5,1,123990
1500,5604_5,5,1,124000
1501,5609-1,5,1,124080
1502,5611,5,1,124130
1503,5612-1,5,1,124150
1504,5612-2,5,1,124160
1505,5612_5,5,1,124170
1506,3700_5,5,2,219180
1507,3892,5,2,221300
1508,5603_6,6,2,223970
1509,5604_6,6,2,224010
1510,5605_5,5,2,224030
1511,5605_6,6,2,224040
1512,5612_6,6,2,224180
1513,3637,5,1,118620
1514,3639-3,5,1,118670
1515,3639-4,5,1,118680
1516,3642-1,5,1,118770
1517,3642-6,5,1,118820
1518,3643,5,1,118850
1519,3811_6-7,6,1,120290
1520,4237_5-4,5,1,121900
1521,4237_5-5,5,1,121910
1522,4237_5-6,5,1,121920
1523,3642,5,2,218760
1524,3642-6,5,2,218820
1525,3643,5,2,218850
1526,4778,5,2,223370
1527,3641,5,1,118750
1528,3642-2,5,1,118780
1529,3642-3,5,1,118790
1530,3642-7,5,1,118830
1531,3642-8,5,1,118840
1532,3643-1,5,1,118860
1533,3643-2,5,1,118870
1534,4237_5-7,5,1,121930
1535,4237_5-8,5,1,121940
1536,4778,5,1,123370
1537,7206,5,1,125910
1538,7206,5,2,225910
1539,3637-1,5,1,118630
1540,3642-4,5,1,118800
1541,5604_6,6,1,124010
1542,3878_5-6,5,1,120640
1543,3639,5,2,218640
1544,4570,5,2,222400
1545,3636-1,5,1,118610
1546,3640-1,5,1,118700
1547,3640-2,5,1,118710
1548,3640-3,5,1,118720
1549,3640-4,5,1,118730
1550,3640-5,5,1,118740
1551,3878_5-2,5,1,120600
1552,3878_5-5,5,1,120630
1553,4237_6-3,6,1,121950
1554,4237_6-4,6,1,121960
1555,4237_6-5,6,1,121970
1556,4570,5,1,122400
1557,7072,5,1,125320
1558,7073,5,1,125330
1559,7074,5,1,125340
1560,7075,5,1,125350
1561,3636,5,2,218600
1562,7074,5,2,225340
1563,3640,5,1,118690
1564,3878_5-3,5,1,120610
1565,3878_5-4,5,1,120620
1566,3891,5,1,121290
1567,7066,5,1,125260
1568,7068-1,5,1,125290
1569,3640,5,2,218690
1570,3636,5,1,118600
1571,3891,5,2,221290
1572,7067,5,1,125270
1573,7068,5,1,125280
1574,7069,5,1,125300
1575,7070,5,1,125310
1576,3640-5,5,2,218740
1577,7068,5,2,225280
1578,7068-1,5,2,225290
1579,7069,5,2,225300
1580,7070,5,2,225310
1581,7067,5,2,225270
1582,3469,5,1,117960
1583,3469-1,5,1,117970
1584,3878_6-2,6,1,120650
1585,3878_6-3,6,1,120660
1586,5045,5,1,123710
1587,7474,5,1,125980
1588,3469-1,5,2,217970
1589,5045,5,2,223710
1590,7474,5,2,225980
1591,117_5-1,5,1,116390
1592,7479_6,6,1,105260
1593,118_6-2,6,1,116480
1594,3441,5,1,117920
1595,3441-1,5,1,117930
1596,4336_5-2,5,1,122230
1597,4585,5,1,122550
1598,4587,5,1,122600
1599,4587-1,5,1,122610
1600,4587-2,5,1,122620
1601,7077,5,1,125370
1602,7078,5,1,125380
1603,7080,5,1,125400
1604,7080-2,5,1,125410
1605,7142,5,1,125640
1606,7143,5,1,125660
1607,7143-1,5,1,125670
1608,7144,5,1,125680
1609,7144-1,5,1,125690
1610,7149,5,1,125760
1611,7475,5,1,125990
1612,7476,5,1,126000
1613,3441,5,2,217920
1614,3441-1,5,2,217930
1615,3469,5,2,217960
1616,4585,5,2,222550
1617,7077,5,2,225370
1618,7078,5,2,225380
1619,7080,5,2,225400
1620,7080-3,5,2,225420
1621,7142,5,2,225640
1622,7142-1,5,2,225650
1623,7143,5,2,225660
1624,7143-1,5,2,225670
1625,7144,5,2,225680
1626,7144-1,5,2,225690
1627,7149,5,2,225760
1628,7475,5,2,225990
1629,7476,5,2,226000
1630,3467,5,1,117950
1631,4336_5-1,5,1,122220
1632,7080-3,5,1,125420
1633,7080-4,5,1,125430
1634,7145,5,1,125700
1635,7145-1,5,1,125710
1636,7146,5,1,125720
1637,7146-1,5,1,125730
1638,7147,5,1,125740
1639,7147-1,5,1,125750
1640,7476-1,5,1,126010
1641,3467,5,2,217950
1642,4587,5,2,222600
1643,7080-2,5,2,225410
1644,7145,5,2,225700
1645,7145-1,5,2,225710
1646,7146,5,2,225720
1647,7146-1,5,2,225730
1648,7147,5,2,225740
1649,7147-1,5,2,225750
1650,7476-1,5,2,226010
1651,4587-3,5,1,122630
1652,7079,5,1,125390
1653,7135,5,1,125530
1654,7135-1,5,1,125540
1655,7140,5,1,125600
1656,7140-1,5,1,125610
1657,7141,5,1,125620
1658,7478,5,1,126030
1659,4587-3,5,2,222630
1660,7079,5,2,225390
1661,7135,5,2,225530
1662,7135-1,5,2,225540
1663,7140,5,2,225600
1664,7140-1,5,2,225610
1665,7141,5,2,225620
1666,7478,5,2,226030
1667,4586-1,5,1,122580
1668,4586-2,5,1,122590
1669,7139,5,1,125580
1670,7139-1,5,1,125590
1671,4586-1,5,2,222580
1672,4586-2,5,2,222590
1673,7139,5,2,225580
1674,7139-1,5,2,225590
1675,4585-1,5,1,122560
1676,7137,5,1,125550
1677,7138,5,1,125560
1678,7138-1,5,1,125570
1679,7477,5,1,126020
1680,7137,5,2,225550
1681,7138,5,2,225560
1682,7138-1,5,2,225570
1683,7477,5,2,226020
1684,4586,5,1,122570
1685,3453,5,1,117940
1686,4316,5,1,122190
1687,7076,5,1,125360
1688,3453,5,2,217940
1689,4316,5,2,222190
1690,7076,5,2,225360
1691,4586,5,2,222570
1692,117_5-2,5,1,116400
1693,4336_5-3,5,1,122240
1694,4336_6-2,6,1,122250
1695,4336_6-3,6,1,122260
1696,4336_6-4,6,1,122270
1697,4608,5,1,123040
1698,7057,5,1,125190
1699,4336_5-3,5,2,222240
1700,4608,5,2,223040
1701,7057,5,2,225190
1702,7242,5,2,225920
1703,6123-2,5,1,124440
1704,119_5-14,5,1,116490
1705,119_5-14,5,2,216490
1706,119_5-15,5,2,216500
1707,119_5-16,5,1,116510
1708,119_5-16,5,2,216510
1709,5386,5,1,123820
1710,3259,5,1,116950
1711,3884_5-8,5,1,120880
1712,7125,5,1,125440
1713,7473,5,1,125970
1714,7125,5,2,225440
1715,7473,5,2,225970
1716,7049,5,1,125180
1717,3245,5,1,116770
1718,3256,5,1,116910
1719,3256-1,5,1,116920
1720,4071,5,1,121580
1721,4993-1,5,1,123670
1722,4993-2,5,1,123680
1723,7047-1,5,1,125140
1724,7047-2,5,1,125150
1725,7128,5,1,125460
1726,7131,5,1,125470
1727,7131-1,5,1,125480
1728,7131-2,5,1,125490
1729,3245,5,2,216770
1730,3256,5,2,216910
1731,4071,5,2,221580
1732,4993-1,5,2,223670
1733,4993-2,5,2,223680
1734,7047-1,5,2,225140
1735,7047-2,5,2,225150
1736,7131,5,2,225470
1737,4792,5,1,123440
1738,4792,5,2,223440
1739,7132,5,2,225500
1740,3252,5,2,216870
1741,7128,5,2,225460
1742,3252,5,1,116870
1743,118_6-1,6,1,116470
1744,7048-1,5,1,125170
1745,7242,5,1,125920
1746,7244,5,1,125930
1747,7048-1,5,2,225170
1748,7244,5,2,225930
1749,3884_5-10,5,1,120780
1750,3884_6-10,6,1,120910
1751,3884_6-11,6,1,120920
1752,3884_6-14,6,1,120950
1753,3884_6-15,6,1,120960
1754,4072,5,1,121590
1755,5381,5,1,123720
1756,5381-4,5,1,123760
1757,3259,5,2,216950
1758,4072,5,2,221590
1759,3884_5-11,5,1,120790
1760,5381-1,5,1,123730
1761,7048,5,1,125160
1762,7126,5,1,125450
1763,7049,5,2,225180
1764,7126,5,2,225450
1765,117_5-3,5,1,116410
1766,3884_6-13,6,1,120940
1767,7472,5,1,125960
1768,5384,5,2,223800
1769,7472,5,2,225960
1770,3247,5,1,116780
1771,3248,5,1,116790
1772,3249_5-2,5,1,116800
1773,3249_5-3,5,1,116810
1774,3250_5-1,5,1,116820
1775,3250_5-2,5,1,116830
1776,3250_5-3,5,1,116840
1777,3251,5,1,116860
1778,3253,5,1,116880
1779,3254,5,1,116890
1780,3255,5,1,116900
1781,4255,5,1,122080
1782,4606,5,1,123020
1783,4607,5,1,123030
1784,5383,5,1,123790
1785,5384,5,1,123800
1786,3247,5,2,216780
1787,3248,5,2,216790
1788,3250_5-1,5,2,216820
1789,3250_5-2,5,2,216830
1790,3250_5-3,5,2,216840
1791,3250_6-1,6,2,216850
1792,3251,5,2,216860
1793,3253,5,2,216880
1794,3254,5,2,216890
1795,3255,5,2,216900
1796,4606,5,2,223020
1797,4607,5,2,223030
1798,5383,5,2,223790
1799,4256,5,1,122130
1800,4610,5,1,123050
1801,5381-3,5,1,123750
1802,5382,5,1,123780
1803,4610,5,2,223050
1804,5382,5,2,223780
1805,117_5-4,5,1,116420
1806,3884_6-12,6,1,120930
1807,4072-1,5,1,121600
1808,5381-5,5,1,123770
1809,4072-1,5,2,221600
1810,5381-2,5,1,123740
1811,3249_5_1,5,2,206840
1812,3249_5_1,5,1,106840
1813,4580,5,1,122500
1814,4583,5,1,122530
1815,3413,5,2,217760
1816,4583,5,2,222530
1817,4584,5,2,222540
1818,3423,5,1,117810
1819,4826,5,1,123480
1820,3418,5,2,217770
1821,3423,5,2,217810
1822,4826,5,2,223480
1823,3428,5,1,117850
1824,3433-1,5,1,117900
1825,3439,5,1,117910
1826,3428,5,2,217850
1827,3433-1,5,2,217900
1828,3439,5,2,217910
1829,4580,5,2,222500
1830,4584,5,1,122540
1831,4582,5,1,122520
1832,6695,5,1,124840
1833,4576,5,2,222440
1834,6693,5,2,224820
1835,3418,5,1,117770
1836,4582,5,2,222520
1837,6895,5,2,224920
1838,3426,5,1,117830
1839,3427,5,1,117840
1840,3431,5,1,117870
1841,3432,5,1,117880
1842,3433,5,1,117890
1843,4573,5,1,122430
1844,4588,5,1,122640
1845,4825,5,1,123470
1846,6898,5,1,124950
1847,3425,5,2,217820
1848,3426,5,2,217830
1849,3427,5,2,217840
1850,3429,5,2,217860
1851,3431,5,2,217870
1852,3432,5,2,217880
1853,3433,5,2,217890
1854,4573,5,2,222430
1855,4588,5,2,222640
1856,4825,5,2,223470
1857,6898,5,2,224950
1858,3420,5,1,117780
1859,3422,5,1,117790
1860,3422-1,5,1,117800
1861,3425,5,1,117820
1862,3429,5,1,117860
1863,3907,5,1,121340
1864,3908,5,1,121350
1865,4577,5,1,122460
1866,4578-1,5,1,122480
1867,4579,5,1,122490
1868,6896,5,1,124930
1869,3420,5,2,217780
1870,3422,5,2,217790
1871,3422-1,5,2,217800
1872,3907,5,2,221340
1873,4571,5,2,222410
1874,4578,5,2,222470
1875,4578-1,5,2,222480
1876,4579,5,2,222490
1877,6896,5,2,224930
1878,4576-1,5,1,122450
1879,4581,5,1,122510
1880,4576-1,5,2,222450
1881,6695,5,2,224840
1882,4571,5,1,122410
1883,4572,5,1,122420
1884,4576,5,1,122440
1885,4578,5,1,122470
1886,6696,5,1,124850
1887,7469,5,1,125950
1888,4572,5,2,222420
1889,4577,5,2,222460
1890,4581,5,2,222510
1891,6696,5,2,224850
1892,7469,5,2,225950
1893,3413,5,1,117760
1894,6894_5,5,1,124880
1895,4237_6-7,6,1,121990
1896,4616_5,5,1,123230
1897,6894_5-1,5,1,124890
1898,6894_5-2,5,1,124900
1899,6894_6,6,1,124910
1900,6894_5-1,5,2,224890
1901,6894_5-2,5,2,224900
1902,4616_5-1,5,1,123240
1903,4616_5-2,5,1,123250
1904,4618,5,2,223270
1905,3818_5_1,5,1,103980
1906,RW_029,5,1,104580
1907,4027-RAB1,5,1,105050
1908,4027-RAB1,5,2,205050
1909,4798-RAB2,5,1,106470
1910,4798-RAB2,5,2,206470
1911,4027-RAB2,5,1,106410
1912,4027-RAB3,5,1,106420
1913,4798-RAB1,5,1,106460
1914,4798-RAB3,5,1,106480
1915,4027-RAB2,5,2,206410
1916,4027-RAB3,5,2,206420
1917,4798-RAB1,5,2,206460
1918,4798-RAB3,5,2,206480
